Time,Channel A
(us),(V)

-2.02554611,-0.00033570
-2.01554611,-0.00033570
-2.00554611,-0.00033570
-1.99554611,-0.00033570
-1.98554611,-0.00033570
-1.97554611,-0.00033570
-1.96554611,-0.00033570
-1.95554611,-0.00033570
-1.94554611,-0.00939970
-1.93554611,-0.00033570
-1.92554611,-0.00939970
-1.91554611,-0.00939970
-1.90554611,-0.00939970
-1.89554611,-0.00033570
-1.88554611,-0.00033570
-1.87554611,-0.00033570
-1.86554611,-0.00939970
-1.85554611,-0.00939970
-1.84554611,-0.00939970
-1.83554611,-0.00939970
-1.82554611,-0.00939970
-1.81554611,-0.00939970
-1.80554611,-0.00033570
-1.79554611,-0.00939970
-1.78554611,-0.00033570
-1.77554611,-0.00033570
-1.76554611,-0.00033570
-1.75554611,-0.00033570
-1.74554611,-0.00033570
-1.73554611,-0.00033570
-1.72554611,-0.00033570
-1.71554611,-0.00033570
-1.70554611,-0.00033570
-1.69554611,-0.00033570
-1.68554611,-0.00033570
-1.67554611,-0.00939970
-1.66554611,-0.00033570
-1.65554611,-0.00033570
-1.64554611,-0.00033570
-1.63554611,-0.00033570
-1.62554611,-0.00033570
-1.61554611,-0.00033570
-1.60554611,-0.00033570
-1.59554611,-0.00033570
-1.58554611,-0.00033570
-1.57554611,-0.00939970
-1.56554611,-0.00033570
-1.55554611,-0.00939970
-1.54554611,-0.00939970
-1.53554611,-0.00939970
-1.52554611,-0.00939970
-1.51554611,-0.00033570
-1.50554611,-0.00939970
-1.49554611,-0.00939970
-1.48554611,-0.00939970
-1.47554611,-0.00033570
-1.46554611,-0.00939970
-1.45554611,-0.00033570
-1.44554611,-0.00033570
-1.43554611,-0.00033570
-1.42554611,-0.00033570
-1.41554611,-0.00033570
-1.40554611,-0.00033570
-1.39554611,-0.00033570
-1.38554611,-0.00033570
-1.37554611,-0.00939970
-1.36554611,-0.00939970
-1.35554611,-0.00939970
-1.34554611,-0.00033570
-1.33554611,-0.00939970
-1.32554611,-0.00033570
-1.31554611,-0.00939970
-1.30554611,-0.00033570
-1.29554611,-0.00033570
-1.28554611,-0.00033570
-1.27554611,-0.00033570
-1.26554611,-0.00033570
-1.25554611,-0.00033570
-1.24554611,-0.00033570
-1.23554611,-0.00033570
-1.22554611,-0.00033570
-1.21554611,-0.00939970
-1.20554611,-0.00033570
-1.19554611,-0.00939970
-1.18554611,-0.00939970
-1.17554611,-0.00939970
-1.16554611,-0.00939970
-1.15554611,-0.00033570
-1.14554611,-0.00939970
