Time,Channel A
(us),(V)

-2.02283491,-0.00033570
-2.01283491,-0.00939970
-2.00283491,-0.00033570
-1.99283491,-0.00033570
-1.98283491,0.01776177
-1.97283491,0.01776177
-1.96283491,-0.00033570
-1.95283491,-0.00939970
-1.94283491,-0.01843318
-1.93283491,-0.01843318
-1.92283491,-0.00033570
-1.91283491,-0.00033570
-1.90283491,-0.00033570
-1.89283491,-0.00033570
-1.88283491,-0.00033570
-1.87283491,-0.00033570
-1.86283491,-0.00033570
-1.85283491,-0.00033570
-1.84283491,-0.00033570
-1.83283491,-0.00033570
-1.82283491,-0.01843318
-1.81283491,-0.02746666
-1.80283491,-0.01843318
-1.79283491,0.00869778
-1.78283491,0.01776177
-1.77283491,0.01776177
-1.76283491,-0.00033570
-1.75283491,-0.00939970
-1.74283491,-0.00939970
-1.73283491,-0.00939970
-1.72283491,-0.00033570
-1.71283491,-0.00033570
-1.70283491,-0.00939970
-1.69283491,-0.00939970
-1.68283491,-0.00939970
-1.67283491,-0.00033570
-1.66283491,-0.00033570
-1.65283491,0.00869778
-1.64283491,0.00869778
-1.63283491,-0.00033570
-1.62283491,-0.00033570
-1.61283491,-0.00033570
-1.60283491,-0.00033570
-1.59283491,-0.00033570
-1.58283491,-0.00033570
-1.57283491,-0.00939970
-1.56283491,-0.00033570
-1.55283491,-0.00033570
-1.54283491,-0.00033570
-1.53283491,-0.00033570
-1.52283491,-0.00939970
-1.51283491,-0.00033570
-1.50283491,-0.00033570
-1.49283491,-0.00033570
-1.48283491,-0.00033570
-1.47283491,-0.00033570
-1.46283491,-0.00033570
-1.45283491,-0.00033570
-1.44283491,-0.00033570
-1.43283491,-0.00033570
-1.42283491,-0.00033570
-1.41283491,-0.00033570
-1.40283491,-0.00033570
-1.39283491,-0.00939970
-1.38283491,-0.00939970
-1.37283491,-0.00033570
-1.36283491,-0.00033570
-1.35283491,-0.00033570
-1.34283491,-0.00033570
-1.33283491,-0.00033570
-1.32283491,-0.00033570
-1.31283491,-0.00939970
-1.30283491,-0.00033570
-1.29283491,-0.00939970
-1.28283491,-0.00939970
-1.27283491,-0.00939970
-1.26283491,-0.00033570
-1.25283491,-0.00939970
-1.24283491,0.00869778
-1.23283491,-0.00939970
-1.22283491,-0.00033570
-1.21283491,-0.00033570
-1.20283491,-0.00939970
-1.19283491,-0.00033570
-1.18283491,-0.00939970
-1.17283491,-0.00033570
-1.16283491,-0.00033570
-1.15283491,-0.00939970
-1.14283491,-0.00939970
