Time,Channel A
(us),(V)

-2.02137107,-0.00033570
-2.01137107,-0.00033570
-2.00137107,-0.00033570
-1.99137107,-0.00033570
-1.98137107,-0.00033570
-1.97137107,-0.00033570
-1.96137107,-0.00939970
-1.95137107,-0.00033570
-1.94137107,-0.00033570
-1.93137107,-0.00033570
-1.92137107,-0.00033570
-1.91137107,-0.00033570
-1.90137107,-0.00033570
-1.89137107,-0.00033570
-1.88137107,-0.00033570
-1.87137107,-0.00033570
-1.86137108,-0.00033570
-1.85137108,-0.00033570
-1.84137108,-0.00033570
-1.83137108,-0.00033570
-1.82137108,-0.00033570
-1.81137108,-0.00939970
-1.80137108,-0.00939970
-1.79137108,-0.00033570
-1.78137108,-0.00033570
-1.77137108,-0.00033570
-1.76137108,-0.00033570
-1.75137108,-0.00033570
-1.74137108,-0.00033570
-1.73137108,-0.00033570
-1.72137108,-0.00939970
-1.71137108,-0.00939970
-1.70137108,-0.00939970
-1.69137108,-0.00939970
-1.68137108,-0.00033570
-1.67137108,-0.00033570
-1.66137108,-0.00033570
-1.65137108,-0.00033570
-1.64137108,-0.00033570
-1.63137108,-0.00033570
-1.62137108,-0.00033570
-1.61137108,-0.00033570
-1.60137108,-0.00033570
-1.59137108,-0.00033570
-1.58137108,-0.00033570
-1.57137108,-0.00033570
-1.56137108,-0.00939970
-1.55137108,-0.00033570
-1.54137108,-0.00033570
-1.53137108,-0.00033570
-1.52137108,-0.00033570
-1.51137108,-0.00033570
-1.50137108,-0.00033570
-1.49137108,-0.00033570
-1.48137108,-0.00939970
-1.47137108,-0.00033570
-1.46137108,-0.00033570
-1.45137108,-0.00033570
-1.44137108,-0.00939970
-1.43137108,-0.00033570
-1.42137108,-0.00033570
-1.41137108,-0.00033570
-1.40137108,-0.00033570
-1.39137108,-0.00033570
-1.38137108,-0.00033570
-1.37137108,-0.00939970
-1.36137108,-0.00939970
-1.35137108,-0.00033570
-1.34137108,-0.00033570
-1.33137108,-0.00033570
-1.32137108,-0.00033570
-1.31137108,-0.00033570
-1.30137108,-0.00033570
-1.29137108,-0.00033570
-1.28137108,-0.00033570
-1.27137108,-0.00033570
-1.26137108,-0.00033570
-1.25137108,-0.00033570
-1.24137108,-0.00939970
-1.23137108,-0.00033570
-1.22137108,-0.00939970
-1.21137108,-0.00939970
-1.20137108,-0.00033570
-1.19137108,-0.00033570
-1.18137108,-0.00033570
-1.17137108,-0.00033570
-1.16137108,-0.00033570
-1.15137108,-0.00033570
-1.14137108,-0.00033570
