Time,Channel A
(us),(V)

-2.02622391,-0.01843318
-2.01622391,-0.01843318
-2.00622391,-0.00033570
-1.99622391,-0.00033570
-1.98622391,-0.00033570
-1.97622391,-0.00033570
-1.96622391,-0.00033570
-1.95622391,-0.00033570
-1.94622391,-0.00033570
-1.93622391,-0.00033570
-1.92622391,-0.00033570
-1.91622391,-0.00033570
-1.90622391,-0.00939970
-1.89622391,-0.00033570
-1.88622391,-0.00939970
-1.87622391,-0.00033570
-1.86622391,-0.00033570
-1.85622391,0.01776177
-1.84622391,0.00869778
-1.83622391,-0.00939970
-1.82622391,-0.01843318
-1.81622391,-0.01843318
-1.80622391,-0.00939970
-1.79622391,-0.00033570
-1.78622391,-0.00033570
-1.77622391,-0.00033570
-1.76622391,-0.00033570
-1.75622391,-0.00033570
-1.74622391,-0.00033570
-1.73622391,-0.00033570
-1.72622391,-0.00033570
-1.71622391,-0.00033570
-1.70622391,-0.00939970
-1.69622391,-0.00939970
-1.68622391,-0.00939970
-1.67622391,-0.00033570
-1.66622391,-0.00033570
-1.65622391,-0.00033570
-1.64622391,-0.00033570
-1.63622391,-0.00033570
-1.62622391,-0.00939970
-1.61622391,-0.00939970
-1.60622391,-0.00939970
-1.59622391,-0.00939970
-1.58622391,-0.00033570
-1.57622391,-0.00033570
-1.56622391,-0.00033570
-1.55622391,-0.00033570
-1.54622391,-0.00033570
-1.53622391,-0.00939970
-1.52622391,-0.00939970
-1.51622391,-0.00033570
-1.50622391,-0.00033570
-1.49622391,-0.00033570
-1.48622391,-0.00939970
-1.47622391,-0.00033570
-1.46622391,-0.00033570
-1.45622391,-0.00939970
-1.44622391,-0.00939970
-1.43622391,-0.00033570
-1.42622391,-0.00939970
-1.41622391,-0.00939970
-1.40622391,-0.00939970
-1.39622391,-0.00033570
-1.38622391,-0.00033570
-1.37622391,-0.00033570
-1.36622391,-0.00033570
-1.35622391,-0.00033570
-1.34622391,-0.01843318
-1.33622391,-0.01843318
-1.32622391,-0.00939970
-1.31622391,-0.00939970
-1.30622391,-0.00033570
-1.29622391,-0.00033570
-1.28622391,-0.00033570
-1.27622391,-0.00033570
-1.26622392,-0.00033570
-1.25622392,-0.00033570
-1.24622392,-0.00033570
-1.23622392,-0.00939970
-1.22622392,-0.00939970
-1.21622392,-0.00033570
-1.20622392,-0.00033570
-1.19622392,-0.00033570
-1.18622392,-0.00939970
-1.17622392,-0.00033570
-1.16622392,-0.00033570
-1.15622392,-0.00033570
-1.14622392,-0.00033570
