Time,Channel A
(us),(V)

-2.02648994,-0.00033570
-2.01648994,-0.00033570
-2.00648994,-0.00033570
-1.99648994,-0.00033570
-1.98648994,-0.00033570
-1.97648994,-0.00033570
-1.96648994,-0.00033570
-1.95648994,-0.00033570
-1.94648994,-0.00939970
-1.93648994,-0.00939970
-1.92648994,-0.00033570
-1.91648994,-0.00939970
-1.90648994,-0.00939970
-1.89648994,-0.00033570
-1.88648994,-0.00939970
-1.87648994,-0.00033570
-1.86648994,-0.00033570
-1.85648994,-0.00033570
-1.84648994,-0.00033570
-1.83648994,-0.00033570
-1.82648994,-0.00939970
-1.81648994,-0.00939970
-1.80648994,-0.00939970
-1.79648994,-0.00033570
-1.78648994,-0.00939970
-1.77648994,-0.00033570
-1.76648994,-0.00939970
-1.75648994,-0.00033570
-1.74648994,-0.00939970
-1.73648994,-0.00033570
-1.72648994,-0.00033570
-1.71648994,-0.00033570
-1.70648994,-0.00033570
-1.69648994,-0.00033570
-1.68648994,-0.00939970
-1.67648994,-0.00033570
-1.66648994,-0.00033570
-1.65648994,-0.00033570
-1.64648994,-0.00033570
-1.63648994,-0.00939970
-1.62648994,-0.00939970
-1.61648994,-0.00033570
-1.60648994,-0.00939970
-1.59648994,-0.00939970
-1.58648994,-0.00033570
-1.57648994,-0.00033570
-1.56648994,-0.00033570
-1.55648994,-0.00033570
-1.54648994,-0.00033570
-1.53648994,-0.00033570
-1.52648994,-0.00033570
-1.51648994,-0.00033570
-1.50648994,-0.00939970
-1.49648994,-0.00033570
-1.48648994,-0.00939970
-1.47648994,-0.00033570
-1.46648994,-0.00939970
-1.45648994,-0.00033570
-1.44648994,-0.00033570
-1.43648994,-0.00033570
-1.42648994,-0.00939970
-1.41648994,-0.00033570
-1.40648994,-0.00033570
-1.39648994,-0.00033570
-1.38648994,-0.00033570
-1.37648994,-0.00033570
-1.36648994,-0.00033570
-1.35648994,-0.00939970
-1.34648994,-0.00033570
-1.33648994,-0.00939970
-1.32648994,-0.00033570
-1.31648994,-0.00033570
-1.30648994,-0.00033570
-1.29648994,-0.00033570
-1.28648994,-0.00033570
-1.27648994,-0.00033570
-1.26648994,-0.00033570
-1.25648994,-0.00033570
-1.24648994,-0.00939970
-1.23648994,-0.00033570
-1.22648994,-0.00939970
-1.21648994,-0.00939970
-1.20648994,-0.00939970
-1.19648994,-0.00033570
-1.18648994,-0.00033570
-1.17648994,-0.00033570
-1.16648994,-0.00033570
-1.15648994,-0.00033570
-1.14648994,-0.00033570
