Time,Channel A
(us),(V)

-2.02219007,-0.00033570
-2.01219007,-0.00033570
-2.00219007,-0.00033570
-1.99219007,-0.00033570
-1.98219007,-0.00033570
-1.97219007,-0.00033570
-1.96219007,-0.00033570
-1.95219007,-0.00033570
-1.94219007,-0.00033570
-1.93219007,-0.00033570
-1.92219007,-0.00033570
-1.91219007,-0.00033570
-1.90219007,-0.00033570
-1.89219007,-0.00033570
-1.88219007,-0.00939970
-1.87219007,-0.00033570
-1.86219008,-0.00033570
-1.85219008,-0.00033570
-1.84219008,-0.00033570
-1.83219008,-0.00033570
-1.82219008,-0.00033570
-1.81219008,-0.00033570
-1.80219008,-0.00033570
-1.79219008,-0.00033570
-1.78219008,-0.00033570
-1.77219008,-0.00033570
-1.76219008,-0.00033570
-1.75219008,-0.00033570
-1.74219008,-0.00033570
-1.73219008,-0.00033570
-1.72219008,-0.00033570
-1.71219008,-0.00033570
-1.70219008,-0.00033570
-1.69219008,-0.00939970
-1.68219008,-0.00033570
-1.67219008,-0.00033570
-1.66219008,-0.00033570
-1.65219008,-0.00033570
-1.64219008,-0.00033570
-1.63219008,-0.00033570
-1.62219008,-0.00033570
-1.61219008,-0.00033570
-1.60219008,-0.00033570
-1.59219008,-0.00033570
-1.58219008,-0.00033570
-1.57219008,-0.00033570
-1.56219008,-0.00033570
-1.55219008,-0.00033570
-1.54219008,-0.00033570
-1.53219008,-0.00033570
-1.52219008,-0.00033570
-1.51219008,-0.00939970
-1.50219008,-0.00033570
-1.49219008,-0.00939970
-1.48219008,-0.00033570
-1.47219008,-0.00033570
-1.46219008,-0.00033570
-1.45219008,-0.00033570
-1.44219008,-0.00033570
-1.43219008,-0.00033570
-1.42219008,-0.00033570
-1.41219008,-0.00033570
-1.40219008,-0.00939970
-1.39219008,-0.00033570
-1.38219008,-0.00033570
-1.37219008,-0.00033570
-1.36219008,-0.00033570
-1.35219008,-0.00033570
-1.34219008,-0.00033570
-1.33219008,-0.00033570
-1.32219008,-0.00033570
-1.31219008,-0.00033570
-1.30219008,-0.00033570
-1.29219008,-0.00033570
-1.28219008,-0.00939970
-1.27219008,-0.00939970
-1.26219008,-0.00033570
-1.25219008,-0.00033570
-1.24219008,-0.00033570
-1.23219008,-0.00033570
-1.22219008,-0.00033570
-1.21219008,-0.00033570
-1.20219008,-0.00033570
-1.19219008,-0.00033570
-1.18219008,-0.00033570
-1.17219008,-0.00033570
-1.16219008,-0.00033570
-1.15219008,-0.00033570
-1.14219008,-0.00033570
