Time,Channel A
(us),(V)

-2.02340698,-0.00033570
-2.01340698,-0.00033570
-2.00340698,-0.00939970
-1.99340698,-0.00939970
-1.98340698,-0.00033570
-1.97340698,-0.00939970
-1.96340698,-0.00033570
-1.95340698,-0.00033570
-1.94340698,-0.00939970
-1.93340698,-0.00939970
-1.92340698,-0.00939970
-1.91340698,-0.00033570
-1.90340698,-0.00939970
-1.89340698,-0.00939970
-1.88340698,-0.00033570
-1.87340698,-0.00939970
-1.86340698,-0.00939970
-1.85340698,-0.00033570
-1.84340698,-0.00033570
-1.83340698,-0.00939970
-1.82340698,-0.00939970
-1.81340698,-0.00033570
-1.80340698,-0.00939970
-1.79340698,-0.00939970
-1.78340698,-0.00033570
-1.77340698,-0.00033570
-1.76340698,-0.00033570
-1.75340698,-0.00033570
-1.74340698,-0.00033570
-1.73340698,-0.00033570
-1.72340698,-0.00033570
-1.71340698,-0.00939970
-1.70340698,-0.00033570
-1.69340698,-0.00939970
-1.68340698,-0.00939970
-1.67340698,-0.00939970
-1.66340698,-0.00939970
-1.65340698,-0.01843318
-1.64340698,-0.00033570
-1.63340698,-0.00939970
-1.62340698,-0.00939970
-1.61340698,-0.00939970
-1.60340698,-0.00939970
-1.59340698,-0.00939970
-1.58340698,-0.00033570
-1.57340698,-0.00939970
-1.56340698,-0.00033570
-1.55340698,-0.00033570
-1.54340698,-0.00939970
-1.53340698,-0.00033570
-1.52340698,-0.00939970
-1.51340698,-0.00939970
-1.50340698,-0.00939970
-1.49340698,-0.00939970
-1.48340698,-0.00939970
-1.47340698,-0.00939970
-1.46340698,-0.00033570
-1.45340698,-0.00939970
-1.44340698,-0.00033570
-1.43340698,-0.00033570
-1.42340698,-0.00033570
-1.41340698,-0.00033570
-1.40340698,-0.00033570
-1.39340698,-0.00033570
-1.38340698,-0.00939970
-1.37340698,-0.00033570
-1.36340698,-0.00033570
-1.35340698,-0.00033570
-1.34340698,-0.00033570
-1.33340698,-0.00939970
-1.32340698,-0.00033570
-1.31340698,-0.00939970
-1.30340698,-0.00939970
-1.29340698,-0.00939970
-1.28340698,-0.00939970
-1.27340698,-0.00939970
-1.26340698,-0.00033570
-1.25340698,-0.00939970
-1.24340698,-0.00939970
-1.23340698,-0.00939970
-1.22340698,-0.00033570
-1.21340698,-0.00033570
-1.20340698,-0.00033570
-1.19340698,-0.00939970
-1.18340698,-0.00939970
-1.17340698,-0.00939970
-1.16340698,-0.00939970
-1.15340698,-0.00033570
-1.14340698,-0.00033570
