Time,Channel A
(us),(V)

-2.02540809,-0.00033570
-2.01540809,-0.00033570
-2.00540809,-0.00033570
-1.99540809,-0.00033570
-1.98540809,-0.00033570
-1.97540809,-0.00939970
-1.96540809,-0.00033570
-1.95540809,-0.00939970
-1.94540809,-0.00033570
-1.93540809,-0.00033570
-1.92540809,-0.00033570
-1.91540809,-0.00033570
-1.90540809,-0.00033570
-1.89540809,-0.00033570
-1.88540809,-0.00033570
-1.87540809,-0.00033570
-1.86540809,-0.00033570
-1.85540809,-0.00033570
-1.84540809,-0.00033570
-1.83540809,-0.00033570
-1.82540809,-0.00939970
-1.81540809,-0.00033570
-1.80540810,-0.00033570
-1.79540810,-0.00033570
-1.78540810,-0.00033570
-1.77540810,-0.00033570
-1.76540810,-0.00033570
-1.75540810,-0.00033570
-1.74540810,-0.00033570
-1.73540810,-0.00033570
-1.72540810,-0.00033570
-1.71540810,-0.00033570
-1.70540810,-0.00033570
-1.69540810,-0.00033570
-1.68540810,-0.00033570
-1.67540810,-0.00033570
-1.66540810,-0.00939970
-1.65540810,-0.00033570
-1.64540810,-0.00033570
-1.63540810,-0.00033570
-1.62540810,-0.00033570
-1.61540810,-0.00033570
-1.60540810,-0.00033570
-1.59540810,-0.00033570
-1.58540810,0.00869778
-1.57540810,0.01776177
-1.56540810,-0.00033570
-1.55540810,-0.01843318
-1.54540810,-0.01843318
-1.53540810,-0.01843318
-1.52540810,-0.00939970
-1.51540810,-0.00033570
-1.50540810,-0.00033570
-1.49540810,-0.00033570
-1.48540810,-0.00033570
-1.47540810,-0.00033570
-1.46540810,-0.00033570
-1.45540810,-0.00033570
-1.44540810,-0.00033570
-1.43540810,-0.00033570
-1.42540810,-0.01843318
-1.41540810,-0.03653065
-1.40540810,-0.03653065
-1.39540810,-0.01843318
-1.38540810,-0.00033570
-1.37540810,0.01776177
-1.36540810,0.01776177
-1.35540810,-0.00033570
-1.34540810,0.00869778
-1.33540810,0.00869778
-1.32540810,0.01776177
-1.31540810,-0.00033570
-1.30540810,-0.00939970
-1.29540810,-0.00939970
-1.28540810,-0.01843318
-1.27540810,-0.01843318
-1.26540810,-0.01843318
-1.25540810,-0.00033570
-1.24540810,0.00869778
-1.23540810,0.00869778
-1.22540810,-0.00033570
-1.21540810,-0.00033570
-1.20540810,-0.00033570
-1.19540810,-0.00033570
-1.18540810,-0.00939970
-1.17540810,-0.00033570
-1.16540810,-0.00939970
-1.15540810,-0.00033570
-1.14540810,-0.00033570
