Time,Channel A
(us),(V)

-2.02148294,-0.00033570
-2.01148294,-0.00033570
-2.00148294,-0.00033570
-1.99148294,-0.00033570
-1.98148294,-0.00033570
-1.97148294,-0.00033570
-1.96148294,-0.00033570
-1.95148294,-0.00033570
-1.94148294,-0.00033570
-1.93148294,-0.00033570
-1.92148294,-0.00033570
-1.91148294,-0.00033570
-1.90148294,-0.00033570
-1.89148294,-0.00033570
-1.88148294,-0.00033570
-1.87148294,-0.00939970
-1.86148294,-0.00033570
-1.85148294,-0.00033570
-1.84148294,-0.00033570
-1.83148294,-0.00033570
-1.82148294,-0.00939970
-1.81148294,-0.00939970
-1.80148294,-0.00939970
-1.79148294,-0.00939970
-1.78148294,-0.00033570
-1.77148294,-0.00939970
-1.76148294,-0.00939970
-1.75148294,-0.00939970
-1.74148294,-0.00033570
-1.73148294,-0.00033570
-1.72148294,-0.00033570
-1.71148294,-0.00033570
-1.70148294,-0.00033570
-1.69148294,-0.00033570
-1.68148294,-0.00939970
-1.67148294,-0.00033570
-1.66148294,-0.00033570
-1.65148294,-0.00033570
-1.64148294,-0.00939970
-1.63148294,-0.00033570
-1.62148294,-0.00939970
-1.61148294,-0.00939970
-1.60148294,-0.00033570
-1.59148294,-0.00033570
-1.58148294,-0.00033570
-1.57148294,-0.00033570
-1.56148294,-0.00939970
-1.55148294,-0.00033570
-1.54148294,-0.00939970
-1.53148294,-0.00033570
-1.52148294,-0.00033570
-1.51148295,-0.00033570
-1.50148295,-0.00033570
-1.49148295,-0.00033570
-1.48148295,-0.00939970
-1.47148295,-0.00033570
-1.46148295,-0.00033570
-1.45148295,-0.00033570
-1.44148295,-0.00033570
-1.43148295,-0.00033570
-1.42148295,-0.00033570
-1.41148295,-0.00033570
-1.40148295,-0.00033570
-1.39148295,-0.00033570
-1.38148295,-0.00033570
-1.37148295,-0.00033570
-1.36148295,-0.00033570
-1.35148295,-0.00939970
-1.34148295,-0.00033570
-1.33148295,-0.00033570
-1.32148295,-0.00033570
-1.31148295,-0.00939970
-1.30148295,-0.00033570
-1.29148295,-0.00939970
-1.28148295,-0.00939970
-1.27148295,-0.00033570
-1.26148295,-0.00033570
-1.25148295,-0.00033570
-1.24148295,-0.00939970
-1.23148295,-0.00033570
-1.22148295,-0.00033570
-1.21148295,-0.00033570
-1.20148295,-0.00939970
-1.19148295,-0.00939970
-1.18148295,-0.00033570
-1.17148295,-0.00033570
-1.16148295,-0.00033570
-1.15148295,-0.00033570
-1.14148295,-0.00033570
